"alert_id","event_id","event_type","date","store_id","sku_id","event_risk","kpi_signal","forecast_signal","composite_risk_score","severity","recommended_action","event_ts","emitted_ts","event_to_alert_lag_seconds"
"AL000000000128","EV000000000128","overstock_risk","2025-01-01","ST004","SKU00299","0.64","0.0496","0.0168","0.3383","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:25:00","2025-01-01T19:26:38","98"
"AL000000000129","EV000000000129","reorder_trigger","2025-01-01","ST004","SKU00522","0.78","0.0496","0.0775","0.2704","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:40:00","2025-01-01T14:42:01","121"
"AL000000000130","EV000000000130","stockout_risk","2025-01-01","ST004","SKU00522","0.91","0.0496","0.0775","0.6354","medium","Expedite replenishment and rebalance stock from nearest low-risk store.","2025-01-01T18:12:00","2025-01-01T18:13:24","84"
"AL000000000131","EV000000000131","reorder_trigger","2025-01-01","ST004","SKU00595","0.78","0.0496","0.0798","0.2709","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:26:00","2025-01-01T14:27:08","68"
"AL000000000132","EV000000000132","reorder_trigger","2025-01-01","ST004","SKU00279","0.78","0.0496","0.063","0.2675","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:32:00","2025-01-01T14:33:39","99"
"AL000000000133","EV000000000133","reorder_trigger","2025-01-01","ST004","SKU00066","0.78","0.0496","0.0919","0.2733","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:02:00","2025-01-01T14:02:31","31"
"AL000000000134","EV000000000134","reorder_trigger","2025-01-01","ST004","SKU00560","0.78","0.0496","0.0931","0.2735","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:35:00","2025-01-01T14:36:09","69"
"AL000000000135","EV000000000135","reorder_trigger","2025-01-01","ST004","SKU00078","0.78","0.0496","0.0769","0.2703","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:21:00","2025-01-01T14:21:17","17"
"AL000000000136","EV000000000136","reorder_trigger","2025-01-01","ST004","SKU00339","0.78","0.0496","0.0564","0.2662","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:01:00","2025-01-01T14:01:06","6"
"AL000000000137","EV000000000137","reorder_trigger","2025-01-01","ST004","SKU00539","0.78","0.0496","0.062","0.2673","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:27:00","2025-01-01T14:28:54","114"
"AL000000000138","EV000000000138","overstock_risk","2025-01-01","ST004","SKU00094","0.64","0.0496","0.016","0.3381","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:48:00","2025-01-01T19:48:11","11"
"AL000000000139","EV000000000139","reorder_trigger","2025-01-01","ST004","SKU00405","0.78","0.0496","0.0973","0.2743","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:37:00","2025-01-01T14:38:49","109"
"AL000000000140","EV000000000140","reorder_trigger","2025-01-01","ST004","SKU00208","0.78","0.0496","0.1111","0.2771","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:10:00","2025-01-01T14:11:50","110"
"AL000000000141","EV000000000141","reorder_trigger","2025-01-01","ST004","SKU00460","0.78","0.0496","0.0398","0.2629","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:00:00","2025-01-01T14:01:14","74"
"AL000000000142","EV000000000142","reorder_trigger","2025-01-01","ST004","SKU00551","0.78","0.0496","0.0824","0.2714","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:10:00","2025-01-01T14:10:39","39"
"AL000000000143","EV000000000143","reorder_trigger","2025-01-01","ST004","SKU00188","0.78","0.0496","0.1457","0.284","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:37:00","2025-01-01T14:37:41","41"
"AL000000000144","EV000000000144","reorder_trigger","2025-01-01","ST004","SKU00476","0.78","0.0496","0.0923","0.2733","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:15:00","2025-01-01T14:15:21","21"
"AL000000000145","EV000000000145","reorder_trigger","2025-01-01","ST004","SKU00410","0.78","0.0496","0.0185","0.2586","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:38:00","2025-01-01T14:40:01","121"
"AL000000000146","EV000000000146","reorder_trigger","2025-01-01","ST004","SKU00241","0.78","0.0496","0.0362","0.2621","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:04:00","2025-01-01T14:04:14","14"
"AL000000000147","EV000000000147","reorder_trigger","2025-01-01","ST004","SKU00424","0.78","0.0496","0.0278","0.2605","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:00:00","2025-01-01T14:00:34","34"
"AL000000000148","EV000000000148","reorder_trigger","2025-01-01","ST004","SKU00198","0.78","0.0496","0.0573","0.2664","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:03:00","2025-01-01T14:03:54","54"
"AL000000000149","EV000000000149","stockout_risk","2025-01-01","ST004","SKU00198","0.91","0.0496","0.0573","0.6314","medium","Expedite replenishment and rebalance stock from nearest low-risk store.","2025-01-01T18:26:00","2025-01-01T18:27:38","98"
"AL000000000150","EV000000000150","reorder_trigger","2025-01-01","ST004","SKU00594","0.78","0.0496","0.0268","0.2603","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:48:00","2025-01-01T14:49:36","96"
"AL000000000151","EV000000000151","stockout_risk","2025-01-01","ST004","SKU00594","0.91","0.0496","0.0268","0.6253","medium","Expedite replenishment and rebalance stock from nearest low-risk store.","2025-01-01T18:35:00","2025-01-01T18:36:41","101"
"AL000000000152","EV000000000152","reorder_trigger","2025-01-01","ST004","SKU00022","0.78","0.0496","0.0247","0.2598","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:27:00","2025-01-01T14:27:32","32"
"AL000000000153","EV000000000153","reorder_trigger","2025-01-01","ST004","SKU00171","0.78","0.0496","0.0714","0.2692","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:45:00","2025-01-01T14:45:09","9"
"AL000000000154","EV000000000154","reorder_trigger","2025-01-01","ST004","SKU00192","0.78","0.0496","0.0539","0.2657","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:23:00","2025-01-01T14:24:14","74"
"AL000000000155","EV000000000155","stockout_risk","2025-01-01","ST004","SKU00192","0.91","0.0496","0.0539","0.6307","medium","Expedite replenishment and rebalance stock from nearest low-risk store.","2025-01-01T18:39:00","2025-01-01T18:39:08","8"
"AL000000000156","EV000000000156","reorder_trigger","2025-01-01","ST004","SKU00035","0.78","0.0496","0.0312","0.2611","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:19:00","2025-01-01T14:20:46","106"
"AL000000000157","EV000000000157","reorder_trigger","2025-01-01","ST004","SKU00226","0.78","0.0496","0.0253","0.26","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:18:00","2025-01-01T14:19:38","98"
"AL000000000158","EV000000000158","reorder_trigger","2025-01-01","ST004","SKU00280","0.78","0.0496","0.0724","0.2694","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:39:00","2025-01-01T14:39:05","5"
"AL000000000159","EV000000000159","reorder_trigger","2025-01-01","ST004","SKU00304","0.78","0.0496","0.054","0.2657","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:05:00","2025-01-01T14:05:11","11"
"AL000000000160","EV000000000160","stockout_risk","2025-01-01","ST004","SKU00304","0.91","0.0496","0.054","0.6307","medium","Expedite replenishment and rebalance stock from nearest low-risk store.","2025-01-01T18:04:00","2025-01-01T18:05:55","115"
"AL000000000161","EV000000000161","reorder_trigger","2025-01-01","ST004","SKU00145","0.78","0.0496","0.0446","0.2638","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:10:00","2025-01-01T14:11:05","65"
"AL000000000162","EV000000000162","stockout_risk","2025-01-01","ST004","SKU00145","0.91","0.0496","0.0446","0.6288","medium","Expedite replenishment and rebalance stock from nearest low-risk store.","2025-01-01T18:44:00","2025-01-01T18:44:11","11"
"AL000000000163","EV000000000163","reorder_trigger","2025-01-01","ST004","SKU00465","0.78","0.0496","0.027","0.2603","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:43:00","2025-01-01T14:43:15","15"
"AL000000000164","EV000000000164","stockout_risk","2025-01-01","ST004","SKU00465","0.91","0.0496","0.027","0.6253","medium","Expedite replenishment and rebalance stock from nearest low-risk store.","2025-01-01T18:15:00","2025-01-01T18:15:49","49"
"AL000000000165","EV000000000165","overstock_risk","2025-01-01","ST004","SKU00338","0.64","0.0496","0.025","0.3399","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:22:00","2025-01-01T19:22:56","56"
"AL000000000166","EV000000000166","overstock_risk","2025-01-01","ST004","SKU00247","0.64","0.0496","0.048","0.3445","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:48:00","2025-01-01T19:48:56","56"
"AL000000000167","EV000000000167","reorder_trigger","2025-01-01","ST004","SKU00172","0.78","0.0496","0.0239","0.2597","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:16:00","2025-01-01T14:17:52","112"
"AL000000000168","EV000000000168","overstock_risk","2025-01-01","ST004","SKU00447","0.64","0.0496","0.0211","0.3391","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:26:00","2025-01-01T19:27:20","80"
"AL000000000169","EV000000000169","overstock_risk","2025-01-01","ST004","SKU00220","0.64","0.0496","0.0237","0.3396","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:39:00","2025-01-01T19:40:07","67"
"AL000000000170","EV000000000170","reorder_trigger","2025-01-01","ST004","SKU00310","0.78","0.0496","0.0196","0.2588","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:10:00","2025-01-01T14:11:14","74"
"AL000000000171","EV000000000171","overstock_risk","2025-01-01","ST004","SKU00417","0.64","0.0496","0.0257","0.34","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:50:00","2025-01-01T19:50:45","45"
"AL000000000172","EV000000000172","reorder_trigger","2025-01-01","ST004","SKU00468","0.78","0.0496","0.0401","0.2629","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:19:00","2025-01-01T14:19:17","17"
"AL000000000173","EV000000000173","reorder_trigger","2025-01-01","ST004","SKU00246","0.78","0.0496","0.0924","0.2734","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:26:00","2025-01-01T14:26:58","58"
"AL000000000174","EV000000000174","reorder_trigger","2025-01-01","ST004","SKU00332","0.78","0.0496","0.0769","0.2703","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:21:00","2025-01-01T14:21:08","8"
"AL000000000175","EV000000000175","reorder_trigger","2025-01-01","ST004","SKU00085","0.78","0.0496","0.0333","0.2616","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:15:00","2025-01-01T14:15:30","30"
"AL000000000176","EV000000000176","reorder_trigger","2025-01-01","ST004","SKU00065","0.78","0.0496","0.1006","0.275","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:40:00","2025-01-01T14:40:38","38"
"AL000000000177","EV000000000177","overstock_risk","2025-01-01","ST004","SKU00471","0.64","0.0496","0.02","0.3389","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:05:00","2025-01-01T19:05:26","26"
"AL000000000178","EV000000000178","reorder_trigger","2025-01-01","ST004","SKU00491","0.78","0.0496","0.0491","0.2647","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:29:00","2025-01-01T14:30:42","102"
"AL000000000179","EV000000000179","reorder_trigger","2025-01-01","ST004","SKU00418","0.78","0.0496","0.0431","0.2635","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:36:00","2025-01-01T14:37:46","106"
"AL000000000180","EV000000000180","overstock_risk","2025-01-01","ST004","SKU00451","0.64","0.0496","0.0187","0.3386","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:37:00","2025-01-01T19:38:52","112"
"AL000000000181","EV000000000181","reorder_trigger","2025-01-01","ST004","SKU00532","0.78","0.0496","0.0232","0.2595","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:33:00","2025-01-01T14:34:18","78"
"AL000000000182","EV000000000182","reorder_trigger","2025-01-01","ST004","SKU00115","0.78","0.0496","0.0192","0.2587","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:06:00","2025-01-01T14:06:58","58"
"AL000000000183","EV000000000183","reorder_trigger","2025-01-01","ST004","SKU00517","0.78","0.0496","0.0989","0.2747","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:25:00","2025-01-01T14:25:18","18"
"AL000000000184","EV000000000184","stockout_risk","2025-01-01","ST004","SKU00517","0.91","0.0496","0.0989","0.6397","medium","Expedite replenishment and rebalance stock from nearest low-risk store.","2025-01-01T18:45:00","2025-01-01T18:46:27","87"
"AL000000000185","EV000000000185","reorder_trigger","2025-01-01","ST004","SKU00072","0.78","0.0496","0.0487","0.2646","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:16:00","2025-01-01T14:18:03","123"
"AL000000000186","EV000000000186","reorder_trigger","2025-01-01","ST004","SKU00415","0.78","0.0496","0.0746","0.2698","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:06:00","2025-01-01T14:07:42","102"
"AL000000000187","EV000000000187","stockout_risk","2025-01-01","ST004","SKU00415","0.91","0.0496","0.0746","0.6348","medium","Expedite replenishment and rebalance stock from nearest low-risk store.","2025-01-01T18:37:00","2025-01-01T18:38:59","119"
"AL000000000188","EV000000000188","reorder_trigger","2025-01-01","ST004","SKU00259","0.78","0.0496","0.0465","0.2642","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:23:00","2025-01-01T14:24:41","101"
"AL000000000189","EV000000000189","reorder_trigger","2025-01-01","ST004","SKU00568","0.78","0.0496","0.0184","0.2586","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:33:00","2025-01-01T14:33:35","35"
"AL000000000190","EV000000000190","reorder_trigger","2025-01-01","ST004","SKU00501","0.78","0.0496","0.096","0.2741","low","Validate lead time and approve automated replenishment run.","2025-01-01T14:18:00","2025-01-01T14:19:13","73"
"AL000000000191","EV000000000191","overstock_risk","2025-01-01","ST004","SKU00075","0.64","0.0496","0.0608","0.347","low","Throttle reorder quantity and trigger promo markdown review.","2025-01-01T19:34:00","2025-01-01T19:34:53","53"
